season_id,team_id_home,game_id,game_date,wl_home,pts_home,team_id_away,wl_away,pts_away,attendance,game_time,season,team_city_name_home,team_nickname_home,team_city_name_away,team_nickname_away
22015,1610612751,21500047,2015-11-02 00:00:00,L,96,1610612749,W,103,12576,2:21,2015,Brooklyn,Nets,Milwaukee,Bucks
22015,1610612755,21500046,2015-11-02 00:00:00,L,100,1610612739,W,107,18094,2:17,2015,Philadelphia,76ers,Cleveland,Cavaliers
22015,1610612752,21500048,2015-11-02 00:00:00,L,84,1610612759,W,94,19812,2:04,2015,New York,Knicks,San Antonio,Spurs
22015,1610612740,21500056,2015-11-03 00:00:00,L,94,1610612753,W,103,16876,2:11,2015,Orlando,Magic,New Orleans,Pelicans
22015,1610612758,21500058,2015-11-03 00:00:00,L,89,1610612763,W,103,17317,2:17,2015,Memphis,Grizzlies,Sacramento,Kings
22015,1610612766,21500053,2015-11-03 00:00:00,W,130,1610612741,L,105,15136,2:01,2015,Charlotte,Hornets,Chicago,Bulls
22015,1610612765,21500054,2015-11-03 00:00:00,L,82,1610612754,W,94,13325,2:07,2015,Detroit,Pistons,Indiana,Pacers
22015,1610612742,21500057,2015-11-03 00:00:00,L,91,1610612761,W,102,20034,2:22,2015,Dallas,Mavericks,Toronto,Raptors
22015,1610612748,21500055,2015-11-03 00:00:00,L,92,1610612737,W,98,19600,2:14,2015,Miami,Heat,Atlanta,Hawks
22015,1610612747,21500059,2015-11-03 00:00:00,L,109,1610612743,W,120,18997,2:17,2015,Los Angeles,Lakers,Denver,Nuggets
22015,1610612749,21500065,2015-11-04 00:00:00,W,91,1610612755,L,87,12437,2:15,2015,Philadelphia,76ers,Milwaukee,Bucks
22015,1610612744,21500069,2015-11-04 00:00:00,W,112,1610612746,L,108,19596,2:36,2015,LA,Clippers,Golden State,Warriors
22015,1610612762,21500068,2015-11-04 00:00:00,L,92,1610612757,W,108,19911,2:16,2015,Utah,Jazz,Portland,Trail Blazers
22015,1610612764,21500061,2015-11-04 00:00:00,W,102,1610612759,L,99,17721,2:14,2015,Washington,Wizards,San Antonio,Spurs
22015,1610612756,21500067,2015-11-04 00:00:00,W,118,1610612758,L,97,16497,2:02,2015,Phoenix,Suns,Sacramento,Kings
22015,1610612745,21500064,2015-11-04 00:00:00,W,119,1610612753,L,114,16735,2:40,2015,Houston,Rockets,Orlando,Magic
22015,1610612754,21500060,2015-11-04 00:00:00,W,100,1610612738,L,98,14022,2:21,2015,Indiana,Pacers,Boston,Celtics
22015,1610612760,21500066,2015-11-04 00:00:00,L,98,1610612761,W,103,18203,2:17,2015,Oklahoma City,Thunder,Toronto,Raptors
22015,1610612737,21500062,2015-11-04 00:00:00,W,101,1610612751,L,87,14044,2:04,2015,Atlanta,Hawks,Brooklyn,Nets
22015,1610612741,21500070,2015-11-05 00:00:00,W,104,1610612760,L,98,21861,2:12,2015,Oklahoma City,Thunder,Chicago,Bulls
22015,1610612750,21500071,2015-11-05 00:00:00,L,84,1610612748,W,96,11794,2:13,2015,Minnesota,Timberwolves,Miami,Heat
22015,1610612757,21500074,2015-11-05 00:00:00,W,115,1610612763,L,96,19393,2:15,2015,Memphis,Grizzlies,Portland,Trail Blazers
22015,1610612742,21500072,2015-11-05 00:00:00,L,94,1610612766,W,108,19635,2:09,2015,Charlotte,Hornets,Dallas,Mavericks
22015,1610612758,21500084,2015-11-06 00:00:00,L,110,1610612745,W,116,16983,2:33,2015,Houston,Rockets,Sacramento,Kings
22015,1610612744,21500083,2015-11-06 00:00:00,W,119,1610612743,L,104,19596,2:12,2015,Golden State,Warriors,Denver,Nuggets
22015,1610612754,21500080,2015-11-06 00:00:00,W,90,1610612748,L,87,16914,2:27,2015,Miami,Heat,Indiana,Pacers
22015,1610612752,21500079,2015-11-06 00:00:00,L,92,1610612749,W,99,19812,2:25,2015,Milwaukee,Bucks,New York,Knicks
22015,1610612751,21500077,2015-11-06 00:00:00,L,98,1610612747,W,104,17732,2:25,2015,Brooklyn,Nets,Los Angeles,Lakers
22015,1610612740,21500081,2015-11-06 00:00:00,L,115,1610612737,W,121,16983,2:17,2015,New Orleans,Pelicans,Atlanta,Hawks
22015,1610612753,21500075,2015-11-06 00:00:00,W,92,1610612761,L,87,16578,2:17,2015,Orlando,Magic,Toronto,Raptors
22015,1610612738,21500076,2015-11-06 00:00:00,W,118,1610612764,L,98,18624,2:07,2015,Washington,Wizards,Boston,Celtics
22015,1610612741,21500085,2015-11-07 00:00:00,L,93,1610612750,W,102,21988,2:32,2015,Minnesota,Timberwolves,Chicago,Bulls
22015,1610612742,21500088,2015-11-07 00:00:00,W,107,1610612740,L,98,20454,2:11,2015,Dallas,Mavericks,New Orleans,Pelicans
22015,1610612749,21500089,2015-11-07 00:00:00,W,94,1610612751,L,86,15228,2:04,2015,Milwaukee,Bucks,Brooklyn,Nets
22015,1610612737,21500086,2015-11-07 00:00:00,W,114,1610612764,L,99,18047,2:02,2015,Atlanta,Hawks,Washington,Wizards
22015,1610612758,21500092,2015-11-07 00:00:00,L,94,1610612744,W,103,17317,2:07,2015,Golden State,Warriors,Sacramento,Kings
22015,1610612746,21500093,2015-11-07 00:00:00,L,105,1610612745,W,109,19361,2:28,2015,LA,Clippers,Houston,Rockets
22015,1610612755,21500087,2015-11-07 00:00:00,L,97,1610612753,W,105,15207,2:26,2015,Philadelphia,76ers,Orlando,Magic
22015,1610612762,21500091,2015-11-07 00:00:00,W,89,1610612763,L,79,19456,2:11,2015,Memphis,Grizzlies,Utah,Jazz
22015,1610612759,21500090,2015-11-07 00:00:00,W,114,1610612766,L,94,18418,2:09,2015,Charlotte,Hornets,San Antonio,Spurs
22015,1610612752,21500095,2015-11-08 00:00:00,W,99,1610612747,L,95,19812,2:16,2015,New York,Knicks,Los Angeles,Lakers
22015,1610612748,21500096,2015-11-08 00:00:00,W,96,1610612761,L,76,19600,2:12,2015,Miami,Heat,Toronto,Raptors
22015,1610612760,21500097,2015-11-08 00:00:00,W,124,1610612756,L,103,18203,2:15,2015,Phoenix,Suns,Oklahoma City,Thunder
22015,1610612739,21500094,2015-11-08 00:00:00,W,101,1610612754,L,97,20562,2:20,2015,Indiana,Pacers,Cleveland,Cavaliers
22015,1610612757,21500098,2015-11-08 00:00:00,L,103,1610612765,W,120,19393,2:08,2015,Portland,Trail Blazers,Detroit,Pistons
22015,1610612737,21500101,2015-11-09 00:00:00,L,107,1610612750,W,117,12016,2:06,2015,Minnesota,Timberwolves,Atlanta,Hawks
22015,1610612743,21500102,2015-11-09 00:00:00,W,108,1610612757,L,104,9153,2:16,2015,Denver,Nuggets,Portland,Trail Blazers
22015,1610612744,21500104,2015-11-09 00:00:00,W,109,1610612765,L,95,19596,2:04,2015,Detroit,Pistons,Golden State,Warriors
22015,1610612758,21500103,2015-11-09 00:00:00,L,88,1610612759,W,106,17317,2:04,2015,San Antonio,Spurs,Sacramento,Kings
22015,1610612746,21500105,2015-11-09 00:00:00,W,94,1610612763,L,92,19060,2:41,2015,Memphis,Grizzlies,LA,Clippers
22015,1610612755,21500100,2015-11-09 00:00:00,L,88,1610612741,W,111,13879,2:07,2015,Chicago,Bulls,Philadelphia,76ers
22015,1610612754,21500099,2015-11-09 00:00:00,W,97,1610612753,L,84,13104,2:08,2015,Indiana,Pacers,Orlando,Magic
22015,1610612740,21500112,2015-11-10 00:00:00,W,120,1610612742,L,105,17128,2:11,2015,Dallas,Mavericks,New Orleans,Pelicans
22015,1610612764,21500107,2015-11-10 00:00:00,L,101,1610612760,W,125,20356,2:08,2015,Washington,Wizards,Oklahoma City,Thunder
22015,1610612739,21500106,2015-11-10 00:00:00,W,118,1610612762,L,114,20562,2:36,2015,Utah,Jazz,Cleveland,Cavaliers
22015,1610612750,21500111,2015-11-10 00:00:00,L,95,1610612766,W,104,14722,2:09,2015,Charlotte,Hornets,Minnesota,Timberwolves
22015,1610612748,21500108,2015-11-10 00:00:00,W,101,1610612747,L,88,19825,2:09,2015,Los Angeles,Lakers,Miami,Heat
22015,1610612749,21500110,2015-11-10 00:00:00,L,83,1610612738,W,99,11822,2:05,2015,Milwaukee,Bucks,Boston,Celtics
22015,1610612757,21500123,2015-11-11 00:00:00,L,101,1610612759,W,113,19393,2:12,2015,San Antonio,Spurs,Portland,Trail Blazers
22015,1610612758,21500122,2015-11-11 00:00:00,W,101,1610612765,L,92,17317,2:10,2015,Sacramento,Kings,Detroit,Pistons
22015,1610612766,21500113,2015-11-11 00:00:00,W,95,1610612752,L,93,16643,2:11,2015,Charlotte,Hornets,New York,Knicks
22015,1610612763,21500120,2015-11-11 00:00:00,L,84,1610612744,W,100,18119,2:19,2015,Golden State,Warriors,Memphis,Grizzlies
22015,1610612743,21500121,2015-11-11 00:00:00,W,103,1610612749,L,102,9403,2:09,2015,Denver,Nuggets,Milwaukee,Bucks
22015,1610612753,21500114,2015-11-11 00:00:00,W,101,1610612747,L,99,18846,2:03,2015,Los Angeles,Lakers,Orlando,Magic
22015,1610612745,21500119,2015-11-11 00:00:00,L,98,1610612751,W,106,18155,2:08,2015,Brooklyn,Nets,Houston,Rockets
22015,1610612742,21500118,2015-11-11 00:00:00,W,118,1610612746,L,108,19805,2:36,2015,LA,Clippers,Dallas,Mavericks
22015,1610612737,21500117,2015-11-11 00:00:00,W,106,1610612740,L,98,15597,2:06,2015,Atlanta,Hawks,New Orleans,Pelicans
22015,1610612738,21500116,2015-11-11 00:00:00,L,91,1610612754,W,102,17879,2:19,2015,Boston,Celtics,Indiana,Pacers
22015,1610612755,21500115,2015-11-11 00:00:00,L,103,1610612761,W,119,12744,2:10,2015,Philadelphia,76ers,Toronto,Raptors
22015,1610612756,21500126,2015-11-12 00:00:00,W,118,1610612746,L,104,17204,2:21,2015,Phoenix,Suns,LA,Clippers
22015,1610612750,21500125,2015-11-12 00:00:00,L,116,1610612744,W,129,16130,2:20,2015,Golden State,Warriors,Minnesota,Timberwolves
22015,1610612760,21500134,2015-11-13 00:00:00,W,102,1610612755,L,85,18203,2:09,2015,Philadelphia,76ers,Oklahoma City,Thunder
22015,1610612741,21500132,2015-11-13 00:00:00,W,102,1610612766,L,97,21749,2:08,2015,Charlotte,Hornets,Chicago,Bulls
22015,1610612743,21500136,2015-11-13 00:00:00,W,107,1610612745,L,98,16113,2:29,2015,Denver,Nuggets,Houston,Rockets
22015,1610612752,21500130,2015-11-13 00:00:00,L,84,1610612739,W,90,19812,2:21,2015,Cleveland,Cavaliers,New York,Knicks
22015,1610612763,21500133,2015-11-13 00:00:00,W,101,1610612757,L,100,16919,2:25,2015,Memphis,Grizzlies,Portland,Trail Blazers
22015,1610612738,21500129,2015-11-13 00:00:00,W,106,1610612737,L,93,17138,2:12,2015,Atlanta,Hawks,Boston,Celtics
22015,1610612753,21500128,2015-11-13 00:00:00,W,102,1610612762,L,93,16709,2:07,2015,Utah,Jazz,Orlando,Magic
22015,1610612754,21500127,2015-11-13 00:00:00,W,107,1610612750,L,103,16797,2:11,2015,Minnesota,Timberwolves,Indiana,Pacers
22015,1610612758,21500137,2015-11-13 00:00:00,W,111,1610612751,L,109,17131,2:25,2015,Brooklyn,Nets,Sacramento,Kings
22015,1610612761,21500131,2015-11-13 00:00:00,W,100,1610612740,L,81,19800,2:08,2015,Toronto,Raptors,New Orleans,Pelicans
22015,1610612744,21500144,2015-11-14 00:00:00,W,107,1610612751,L,99,19596,2:18,2015,Brooklyn,Nets,Golden State,Warriors
22015,1610612746,21500138,2015-11-14 00:00:00,W,101,1610612765,L,96,19060,2:27,2015,LA,Clippers,Detroit,Pistons
22015,1610612759,21500142,2015-11-14 00:00:00,W,92,1610612755,L,83,18418,2:06,2015,Philadelphia,76ers,San Antonio,Spurs
22015,1610612756,21500143,2015-11-14 00:00:00,W,105,1610612743,L,81,16722,2:07,2015,Denver,Nuggets,Phoenix,Suns
22015,1610612745,21500140,2015-11-14 00:00:00,L,98,1610612742,W,110,18231,2:19,2015,Houston,Rockets,Dallas,Mavericks
22015,1610612764,21500139,2015-11-14 00:00:00,W,108,1610612753,L,99,18311,2:11,2015,Washington,Wizards,Orlando,Magic
22015,1610612749,21500141,2015-11-14 00:00:00,W,108,1610612739,L,105,18717,2:55,2015,Cleveland,Cavaliers,Milwaukee,Bucks
22015,1610612758,21500150,2015-11-15 00:00:00,W,107,1610612761,L,101,17006,2:14,2015,Sacramento,Kings,Toronto,Raptors
22015,1610612752,21500145,2015-11-15 00:00:00,W,95,1610612740,L,87,19812,2:12,2015,New Orleans,Pelicans,New York,Knicks
22015,1610612766,21500147,2015-11-15 00:00:00,W,106,1610612757,L,94,15317,2:10,2015,Charlotte,Hornets,Portland,Trail Blazers
22015,1610612750,21500146,2015-11-15 00:00:00,L,106,1610612763,W,114,12086,2:17,2015,Minnesota,Timberwolves,Memphis,Grizzlies
22015,1610612737,21500148,2015-11-15 00:00:00,L,96,1610612762,W,97,14436,2:17,2015,Atlanta,Hawks,Utah,Jazz
22015,1610612747,21500151,2015-11-15 00:00:00,W,97,1610612765,L,85,18997,2:19,2015,Detroit,Pistons,Los Angeles,Lakers
22015,1610612756,21500157,2015-11-16 00:00:00,W,120,1610612747,L,101,18055,2:06,2015,Los Angeles,Lakers,Phoenix,Suns
22015,1610612745,21500154,2015-11-16 00:00:00,L,95,1610612738,W,111,17005,2:13,2015,Houston,Rockets,Boston,Celtics
22015,1610612763,21500155,2015-11-16 00:00:00,W,122,1610612760,L,114,17270,2:32,2015,Memphis,Grizzlies,Oklahoma City,Thunder
22015,1610612755,21500152,2015-11-16 00:00:00,L,86,1610612742,W,92,11555,2:22,2015,Philadelphia,76ers,Dallas,Mavericks
22015,1610612741,21500153,2015-11-16 00:00:00,W,96,1610612754,L,95,21660,2:16,2015,Chicago,Bulls,Indiana,Pacers
22015,1610612759,21500156,2015-11-16 00:00:00,W,93,1610612757,L,80,18418,1:59,2015,Portland,Trail Blazers,San Antonio,Spurs
22015,1610612751,21500159,2015-11-17 00:00:00,W,90,1610612737,L,88,12241,2:06,2015,Brooklyn,Nets,Atlanta,Hawks
22015,1610612764,21500158,2015-11-17 00:00:00,W,115,1610612749,L,86,15485,2:11,2015,Washington,Wizards,Milwaukee,Bucks
22015,1610612740,21500163,2015-11-17 00:00:00,L,98,1610612743,W,115,17269,2:04,2015,New Orleans,Pelicans,Denver,Nuggets
22015,1610612752,21500162,2015-11-17 00:00:00,W,102,1610612766,L,94,19812,2:15,2015,Charlotte,Hornets,New York,Knicks
22015,1610612744,21500164,2015-11-17 00:00:00,W,115,1610612761,L,110,19596,2:26,2015,Golden State,Warriors,Toronto,Raptors
22015,1610612765,21500160,2015-11-17 00:00:00,W,104,1610612739,L,99,18442,2:22,2015,Detroit,Pistons,Cleveland,Cavaliers
22015,1610612738,21500168,2015-11-18 00:00:00,L,102,1610612742,W,106,17262,2:25,2015,Boston,Celtics,Dallas,Mavericks
22015,1610612737,21500169,2015-11-18 00:00:00,W,103,1610612758,L,97,13008,2:10,2015,Atlanta,Hawks,Sacramento,Kings
22015,1610612755,21500167,2015-11-18 00:00:00,L,85,1610612754,W,112,11080,2:11,2015,Indiana,Pacers,Philadelphia,76ers
22015,1610612745,21500170,2015-11-18 00:00:00,W,108,1610612757,L,103,17107,2:40,2015,Houston,Rockets,Portland,Trail Blazers
22015,1610612760,21500171,2015-11-18 00:00:00,W,110,1610612740,L,103,18203,2:21,2015,Oklahoma City,Thunder,New Orleans,Pelicans
22015,1610612762,21500173,2015-11-18 00:00:00,W,93,1610612761,L,89,18741,2:16,2015,Utah,Jazz,Toronto,Raptors
22015,1610612756,21500174,2015-11-18 00:00:00,L,97,1610612741,W,103,17377,2:14,2015,Chicago,Bulls,Phoenix,Suns
22015,1610612766,21500165,2015-11-18 00:00:00,W,116,1610612751,L,111,14040,2:15,2015,Brooklyn,Nets,Charlotte,Hornets
22015,1610612753,21500166,2015-11-18 00:00:00,W,104,1610612750,L,101,16048,2:44,2015,Minnesota,Timberwolves,Orlando,Magic
22015,1610612759,21500172,2015-11-18 00:00:00,W,109,1610612743,L,98,18418,1:60,2015,Denver,Nuggets,San Antonio,Spurs
22015,1610612746,21500177,2015-11-19 00:00:00,L,117,1610612744,W,124,19528,2:32,2015,LA,Clippers,Golden State,Warriors
22015,1610612748,21500175,2015-11-19 00:00:00,W,116,1610612758,L,109,19600,2:20,2015,Miami,Heat,Sacramento,Kings
22015,1610612747,21500188,2015-11-20 00:00:00,L,91,1610612761,W,102,18997,2:06,2015,Toronto,Raptors,Los Angeles,Lakers
22015,1610612766,21500178,2015-11-20 00:00:00,W,113,1610612755,L,88,17926,2:07,2015,Philadelphia,76ers,Charlotte,Hornets
22015,1610612740,21500182,2015-11-20 00:00:00,W,104,1610612759,L,90,16698,2:11,2015,San Antonio,Spurs,New Orleans,Pelicans
22015,1610612750,21500181,2015-11-20 00:00:00,L,86,1610612765,W,96,13445,2:11,2015,Detroit,Pistons,Minnesota,Timberwolves
22015,1610612760,21500183,2015-11-20 00:00:00,L,90,1610612752,W,93,18203,2:15,2015,New York,Knicks,Oklahoma City,Thunder
22015,1610612743,21500185,2015-11-20 00:00:00,L,107,1610612756,W,114,12264,2:22,2015,Denver,Nuggets,Phoenix,Suns
22015,1610612742,21500184,2015-11-20 00:00:00,W,102,1610612762,L,93,20028,2:04,2015,Dallas,Mavericks,Utah,Jazz
22015,1610612763,21500180,2015-11-20 00:00:00,W,96,1610612745,L,84,17555,2:15,2015,Houston,Rockets,Memphis,Grizzlies
22015,1610612757,21500186,2015-11-20 00:00:00,W,102,1610612746,L,91,19393,2:23,2015,Portland,Trail Blazers,LA,Clippers
22015,1610612744,21500187,2015-11-20 00:00:00,W,106,1610612741,L,94,19596,2:16,2015,Golden State,Warriors,Chicago,Bulls
22015,1610612738,21500179,2015-11-20 00:00:00,W,120,1610612751,L,95,18361,2:02,2015,Brooklyn,Nets,Boston,Celtics
22015,1610612748,21500193,2015-11-21 00:00:00,W,96,1610612755,L,91,19673,2:35,2015,Philadelphia,76ers,Miami,Heat
22015,1610612739,21500191,2015-11-21 00:00:00,W,109,1610612737,L,97,20562,2:08,2015,Cleveland,Cavaliers,Atlanta,Hawks
22015,1610612745,21500194,2015-11-21 00:00:00,L,102,1610612752,W,107,18226,2:24,2015,Houston,Rockets,New York,Knicks
22015,1610612753,21500189,2015-11-21 00:00:00,L,91,1610612758,W,97,16104,2:09,2015,Orlando,Magic,Sacramento,Kings
22015,1610612765,21500192,2015-11-21 00:00:00,L,95,1610612764,W,97,15890,2:13,2015,Detroit,Pistons,Washington,Wizards
22015,1610612759,21500195,2015-11-21 00:00:00,W,92,1610612763,L,82,18418,2:12,2015,Memphis,Grizzlies,San Antonio,Spurs
22015,1610612754,21500190,2015-11-21 00:00:00,W,123,1610612749,L,86,17137,2:03,2015,Milwaukee,Bucks,Indiana,Pacers
22015,1610612751,21500197,2015-11-22 00:00:00,W,111,1610612738,L,101,14866,2:13,2015,Boston,Celtics,Brooklyn,Nets
22015,1610612743,21500200,2015-11-22 00:00:00,L,105,1610612744,W,118,17689,2:19,2015,Denver,Nuggets,Golden State,Warriors
22015,1610612760,21500199,2015-11-22 00:00:00,W,117,1610612742,L,114,18203,2:21,2015,Oklahoma City,Thunder,Dallas,Mavericks
22015,1610612747,21500201,2015-11-22 00:00:00,L,93,1610612757,W,107,18997,2:04,2015,Los Angeles,Lakers,Portland,Trail Blazers
22015,1610612740,21500198,2015-11-22 00:00:00,W,122,1610612756,L,116,16680,2:28,2015,New Orleans,Pelicans,Phoenix,Suns
22015,1610612759,21500207,2015-11-23 00:00:00,W,98,1610612756,L,84,18418,2:02,2015,Phoenix,Suns,San Antonio,Spurs
22015,1610612748,21500204,2015-11-23 00:00:00,W,95,1610612752,L,78,19777,2:08,2015,New York,Knicks,Miami,Heat
22015,1610612749,21500205,2015-11-23 00:00:00,W,109,1610612765,L,88,12319,2:11,2015,Milwaukee,Bucks,Detroit,Pistons
22015,1610612739,21500203,2015-11-23 00:00:00,W,117,1610612753,L,103,20562,2:03,2015,Orlando,Magic,Cleveland,Cavaliers
22015,1610612750,21500206,2015-11-23 00:00:00,W,100,1610612755,L,95,11382,2:27,2015,Minnesota,Timberwolves,Philadelphia,76ers
22015,1610612762,21500208,2015-11-23 00:00:00,L,89,1610612760,W,111,19911,2:14,2015,Utah,Jazz,Oklahoma City,Thunder
22015,1610612766,21500202,2015-11-23 00:00:00,W,127,1610612758,L,122,14163,2:33,2015,Charlotte,Hornets,Sacramento,Kings
22015,1610612763,21500211,2015-11-24 00:00:00,W,110,1610612742,L,96,17381,2:19,2015,Dallas,Mavericks,Memphis,Grizzlies
22015,1610612757,21500213,2015-11-24 00:00:00,L,88,1610612741,W,93,19393,2:23,2015,Chicago,Bulls,Portland,Trail Blazers
22015,1610612743,21500212,2015-11-24 00:00:00,L,94,1610612746,W,111,13257,2:31,2015,Denver,Nuggets,LA,Clippers
22015,1610612764,21500209,2015-11-24 00:00:00,L,106,1610612754,W,123,15486,2:09,2015,Indiana,Pacers,Washington,Wizards
22015,1610612744,21500214,2015-11-24 00:00:00,W,111,1610612747,L,77,19596,2:05,2015,Golden State,Warriors,Los Angeles,Lakers
22015,1610612737,21500210,2015-11-24 00:00:00,W,121,1610612738,L,97,18968,2:18,2015,Atlanta,Hawks,Boston,Celtics
22015,1610612761,21500219,2015-11-25 00:00:00,W,103,1610612739,L,99,20140,2:14,2015,Toronto,Raptors,Cleveland,Cavaliers
22015,1610612765,21500218,2015-11-25 00:00:00,W,104,1610612748,L,81,15119,2:02,2015,Miami,Heat,Detroit,Pistons
22015,1610612766,21500215,2015-11-25 00:00:00,W,101,1610612764,L,87,17064,2:08,2015,Washington,Wizards,Charlotte,Hornets
22015,1610612756,21500225,2015-11-25 00:00:00,L,114,1610612740,W,120,16338,2:25,2015,Phoenix,Suns,New Orleans,Pelicans
